peak_id,peak_status,peak_warning_count,peak_warnings_text,onset_index,onset_time_sec,onset_value,peak_index,peak_time_sec,peak_value,peak_amplitude,peak_detection_method,onset_to_onset_interval_sec,peak_to_peak_interval_sec,baseline_mean,baseline_mean_status,baseline_mean_reason,baseline_std,baseline_std_status,baseline_std_reason,prominence,prominence_status,prominence_reason,rise_10_90_sec,rise_10_90_sec_status,rise_10_90_sec_reason,decay_90_10_sec,decay_90_10_sec_status,decay_90_10_sec_reason,decay_time_sec,decay_time_sec_status,decay_time_sec_reason,max_rise_slope,max_rise_slope_status,max_rise_slope_reason,max_decay_slope,max_decay_slope_status,max_decay_slope_reason,auc,auc_status,auc_reason,width_10_value,width_10_left_index,width_10_right_index,width_10_points,width_10_sec,width_10_status,width_20_value,width_20_left_index,width_20_right_index,width_20_points,width_20_sec,width_20_status,width_50_value,width_50_left_index,width_50_right_index,width_50_points,width_50_sec,width_50_status,width_80_value,width_80_left_index,width_80_right_index,width_80_points,width_80_sec,width_80_status,width_90_value,width_90_left_index,width_90_right_index,width_90_points,width_90_sec,width_90_status
1,ok,0,,4,0.016033600000000002,-0.04966519388730397,86,0.34472240000000004,0.050184369652430554,0.09984956353973452,derivative_threshold,,,-0.05519073588325236,ok,,0.0014286795046116545,ok,,0.10537510553568291,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,1.711481104324974,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,-0.03968023753333052,7.478794678681183,,,,right_not_found_within_width_search_window,-0.029695281179357064,10.702295254456997,232.06472557480228,221.36243032034528,0.8873091656960721,ok,0.0002595878825632919,21.48965229613001,176.432604446498,154.942952150368,0.6210733293995352,ok,0.03021445694448365,41.755714837334615,122.71259655055155,80.95688171321694,0.32450756465925884,ok,0.0401994132984571,48.78184444263526,94.96915862935641,46.18731418672115,0.1851372301860531,ok
2,ok,0,,247,0.9900748000000001,-0.025407205481102434,331,1.3267804,0.06391759498582716,0.0893248004669296,derivative_threshold,0.9740412000000002,0.9820580000000001,-0.028028201577042555,ok,,0.004800725753156394,ok,,0.09194579656286972,ok,,0.19056659173297663,ok,,0.5309068989483237,ok,,0.5309068989483237,ok,,1.6207221141279127,ok,,-0.9541266410505571,ok,,0.04917763035725409,ok,,-0.016474725434409476,248.02835674423034,470.7107835743055,222.68242683007514,0.8926002397056734,ok,-0.007542245387716515,251.9935905936139,449.8485618102809,197.854971216667,0.7930818666248881,ok,0.019255194752362367,263.33771292816556,410.0347240006813,146.69701107251575,0.5880202991830722,ok,0.04605263489244124,279.31848476675714,357.1516713269206,77.83318656016348,0.31198654500775935,ok,0.0549851149391342,295.5701668761974,338.26220086092263,42.69203398472524,0.1711267490243727,ok
3,ok,0,,487,1.9520908000000003,-0.021956605709722195,560,2.2447040000000005,0.06408674955954921,0.0860433552692714,derivative_threshold,0.9620160000000002,0.9179236000000004,-0.017844559424445773,ok,,0.005025766319988228,ok,,0.08193130898399498,ok,,0.17159812995585422,ok,,0.5013834244292608,ok,,0.5013834244292608,ok,,1.301160832475643,ok,,-1.0677485340092634,ok,,0.05036157598928839,ok,,-0.013352270182795055,487.9631656796074,713.7261670128382,225.76300133323082,0.9049484145441226,ok,-0.004747934655867914,490.0869705622066,702.6853634962064,212.59839293399978,0.8521793982366448,ok,0.021065071924913505,502.3561696726669,644.8763141233848,142.52014445071785,0.5712777470162576,ok,0.04687807850569493,516.9812813932998,604.4098357723876,87.42855437908781,0.35044861737313565,ok,0.05548241403262207,530.7727979408224,588.6429855865183,57.870187645695864,0.23196686015900733,ok
4,ok,0,,728,2.9181152000000004,-0.015515723907306616,808,3.2387872000000004,0.07027011402005738,0.085785837927364,derivative_threshold,0.9660244,0.9940832,-0.012486731029512392,ok,,0.00501128034027001,ok,,0.08275684504956977,ok,,0.17760425300558014,ok,,0.48663502500725375,ok,,0.48663502500725375,ok,,1.9127435141781663,ok,,-1.1288896593956301,ok,,0.04740822790006907,ok,,-0.006937140114570216,731.3079447157164,945.9288128633672,214.62086814765075,0.8602862878830434,ok,0.001641443678166184,732.4702916495572,932.9766901440869,200.50639849452966,0.8037098477254728,ok,0.027377195056375384,745.5820144011292,891.9166982106408,146.3346838095116,0.5865679465820464,ok,0.053112946434584585,769.215028235363,839.8305358363997,70.61550760103671,0.2830552006679956,ok,0.06169153022732099,775.6159611326359,824.5250046088881,48.909043476252236,0.19604700987020948,ok
5,ok,0,,970,3.8881480000000006,-0.011599845820871117,1040,4.168736000000001,0.06673429359832757,0.07833413941919869,derivative_threshold,0.9700328000000003,0.9299488000000005,-0.00977509815174616,ok,,0.003809105834211054,ok,,0.07650939175007374,ok,,0.17214964791023757,ok,,0.5026334352340918,ok,,0.5026334352340918,ok,,1.6411596962805175,ok,,-1.0599546720015893,ok,,0.04159564402649516,ok,,-0.0037664318789512475,970.7250640791087,1183.2591229517823,212.53405887267354,0.8519215215852247,ok,0.004066982062968622,973.6311420955882,1165.8598492348663,192.22870713927807,0.7705295496970823,ok,0.027567223888728225,984.5014716868045,1125.5874166754334,141.08594498862885,0.56552890189242,ok,0.051067465714487836,1005.1872016170076,1085.0623796025702,79.87517798556257,0.32017166343732906,ok,0.058900879656407695,1013.672286888768,1057.8640937046782,44.19180681591024,0.17713843844089464,ok
6,ok,0,,1210,4.850164,-0.014437022052165,1284,5.1467856,0.0671623795250333,0.0815994015771983,derivative_threshold,0.9620159999999998,0.9780495999999994,-0.011689053081594548,ok,,0.005064938159305414,ok,,0.07885143260662786,ok,,0.16712271437182835,ok,,0.4922117700683426,ok,,0.4922117700683426,ok,,1.419804997723392,ok,,-0.9716208531305099,ok,,0.040718120771224414,ok,,-0.006277081894445169,1211.9945294639936,1418.965914769768,206.97138530577445,0.8296241008596664,ok,0.001882858263274662,1215.831447103162,1404.4686289576596,188.6371818544976,0.7561332797455683,ok,0.02636267873643415,1227.6825349721498,1354.0797068431364,126.39717187098654,0.5066504237276626,ok,0.05084249920959365,1248.394329436858,1314.5257825459234,66.13145310906543,0.26508131664237794,ok,0.059002439367313475,1253.687652498578,1296.170841905697,42.48318940711897,0.1702896164194957,ok
7,ok,0,,1456,5.836230400000001,-0.0029919417477373756,1519,6.0887596,0.06011597277763347,0.06310791452537085,derivative_threshold,0.9860664000000003,0.9419740000000001,-0.015580841036525274,ok,,0.0034561451761177865,ok,,0.07569681381415874,ok,,0.17177307291345922,ok,,0.4497531792940386,ok,,0.4497531792940386,ok,,1.066122542804255,ok,,-0.9676373188600347,ok,,0.02980306195038774,ok,,0.003318849704799709,1459.2785982585578,1647.7295260971696,188.45092783861173,0.7553866991482914,ok,0.009629641157336794,1462.6016786303053,1633.0190003682044,170.4173217378991,0.6831007924541949,ok,0.028562015514948046,1473.5546921338516,1592.2357556344427,118.68106350059111,0.47572117493576943,ok,0.0474943898725593,1494.5491097397723,1556.6373366831695,62.0882269433971,0.24887444887991297,ok,0.05380518132509639,1502.1318746065917,1535.5268568790182,33.39498227242643,0.13386044694079413,ok
8,ok,0,,1699,6.810271600000001,0.005845359200982504,1742,6.982632800000001,0.058493307388490956,0.05264794818750845,derivative_threshold,0.9740412000000003,0.8938732000000007,-0.012678321395318416,ok,,0.005093727899553123,ok,,0.07117162878380937,ok,,0.14602521939108204,ok,,0.5298427443165377,ok,,0.5298427443165377,ok,,1.196198455662512,ok,,-0.9122122568809226,ok,,0.022198064528702845,ok,,0.01111015401973335,1703.8538042118685,1876.2777196089494,172.42391539708092,0.6911440224776593,ok,0.016374948838484196,1705.8799557631942,1855.0913483418765,149.2113925786823,0.5980989460123902,ok,0.03216933329473673,1714.338957427159,1821.3499821379864,107.01102471082754,0.42894299145088116,ok,0.04796371775098927,1733.465782121645,1789.7139559506397,56.24817382899482,0.22546517997614288,ok,0.053228512569740115,1740.2836064748867,1744.094618043103,3.8110115682163723,0.015276058770038509,ok
9,ok,0,,1935,7.756254000000001,-0.012379545085190829,1988,7.968699200000001,0.05500567099076971,0.06738521607596054,derivative_threshold,0.9459824000000001,0.9860664000000003,-0.011977629371994328,ok,,0.004100253940241377,ok,,0.06698330036276404,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,1.2668654983659393,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,-0.005641023477594775,1936.7080959444136,,,,right_not_found_within_width_search_window,0.0010974981300012794,1940.6006744221777,,,,right_not_found_within_width_search_window,0.021313062952789442,1951.6680638850098,2085.6005970612246,133.93253317621475,0.5368551659835392,ok,0.0415286277755776,1969.2308265137515,2038.2536866704513,69.02286015669983,0.27667123265211563,ok,0.048267149383173655,1973.5265792560551,1988.8234625611874,15.296883305132269,0.061316027040292195,ok
10,ok,0,,2090,8.377556,0.01573137960579273,2251,9.0229084,0.05257325190536531,0.03684187229957259,derivative_threshold,0.6213019999999991,1.054209199999999,0.023901353015042596,ok,,0.003540447674561217,ok,,0.028671898890322716,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,1.1757601097871817,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.01941556683574999,2090.4592315908694,,,,right_not_found_within_width_search_window,0.023099754065707245,2090.9184631817393,,,,right_not_found_within_width_search_window,0.03415231575557902,2201.8272750757646,,,,right_not_found_within_width_search_window,0.0452048774454508,2215.212511772435,,,,right_not_found_within_width_search_window,0.04888906467540806,2221.2820397481173,,,,right_not_found_within_width_search_window
