time_index,time_sec,sum_intensity,norm_sum_intensity,filtered_norm_sum_intensity,detrended_norm_sum_intensity,f0_baseline,df_f_signal,d_df_f_signal,is_onset,is_peak,onset_index,peak_id
0,0.0,679584.0,2351.501730103806,2351.501730103806,2351.501730103806,2491.9741378469616,-0.0563699300124046,0.0116583867452429,False,False,,
1,0.0040084,673977.0,2332.100346020761,2351.501730103806,2351.618183736984,2491.9741378469616,-0.056323198534975,0.2134408883473275,False,False,,
2,0.0080168,680749.0,2355.5328719723184,2355.5328719723184,2355.7657792316895,2491.9741378469616,-0.0546588170987017,0.3632622303221957,False,False,,
3,0.0120252,681614.0,2358.5259515570933,2358.5259515570933,2358.8753124361383,2491.9741378469616,-0.053410997886928,0.6228948222978996,False,False,,
4,0.0160336,684278.0,2367.7439446366784,2367.7439446366784,2368.209759128645,2491.9741378469616,-0.0496651938873039,1.0392769114978808,True,False,4.0,1.0
5,0.020042,687987.0,2380.5778546712804,2379.055363321799,2379.6376314201684,2491.9741378469616,-0.0450793227428318,0.6540715165497923,False,False,,
6,0.0240504,687547.0,2379.055363321799,2380.5778546712804,2381.2765763693,2491.9741378469616,-0.0444216333534275,0.140348854264225,False,False,,
7,0.0280588,688290.0,2381.6262975778545,2381.6262975778545,2382.4414728690053,2491.9741378469616,-0.0439541740479663,1.1717778657338158,False,False,,
8,0.0320672,695650.0,2407.093425605536,2403.7543252595156,2404.6859541372783,2491.9741378469616,-0.0350277245594127,1.187019805119462,False,False,,
9,0.0360756,694685.0,2403.7543252595156,2405.1072664359863,2406.155348893376,2491.9741378469616,-0.0344380736742846,0.0793810920132944,False,False,,
10,0.040084,695076.0,2405.1072664359863,2405.1072664359863,2406.2718024664837,2491.9741378469616,-0.0343913422209605,0.8399192596610221,False,False,,
11,0.0440924,699858.0,2421.6539792387543,2421.6539792387543,2422.93496883584,2491.9741378469616,-0.0277046089534342,1.711481104324974,False,False,,
12,0.0481008,704890.0,2439.065743944637,2439.065743944637,2440.463187101326,2491.9741378469616,-0.0206707405038081,0.8832202244048117,False,False,,
13,0.0521092,707464.0,2447.9723183391,2439.065743944637,2440.5796406546433,2491.9741378469616,-0.0206240090584257,0.4574851252020311,False,False,,
14,0.0561176,704329.0,2437.1245674740485,2447.9723183391,2449.602668595439,2491.9741378469616,-0.0170031737520884,0.7907293595089793,False,False,,
15,0.060126,712652.0,2465.923875432526,2454.629757785467,2456.3765615816187,2491.9741378469616,-0.0142848899291141,0.7491604314156355,False,False,,
16,0.0641344,709388.0,2454.629757785467,2462.705882352941,2464.5691396823863,2491.9741378469616,-0.0109973044055155,0.4159161957567581,False,False,,
17,0.0681428,711722.0,2462.705882352941,2462.705882352941,2464.685593208695,2491.9741378469616,-0.0109505729709713,0.4754983244124634,False,False,,
18,0.0721512,714400.0,2471.9723183391,2471.9723183391,2474.068482714644,2491.9741378469616,-0.0071853294383657,0.7472551869033567,False,False,,
19,0.0761596,715969.0,2477.401384083045,2477.401384083045,2479.6140019718587,2491.9741378469616,-0.0049599775886045,0.3073173708250301,False,False,,
20,0.080168,716107.0,2477.878892733564,2477.878892733564,2480.207964128896,2491.9741378469616,-0.0047216275399356,0.4043115341773544,False,False,,
21,0.0841764,718236.0,2485.2456747404844,2485.2456747404844,2487.6911996355825,2491.9741378469616,-0.0017186928814114,0.8785437140656278,False,False,,
22,0.0881848,721112.0,2495.19723183391,2495.19723183391,2497.7592102222548,2491.9741378469616,0.0023214817069856,0.5882540367738145,False,False,,
23,0.0921932,722161.0,2498.826989619377,2496.764705882353,2499.4431377571927,2491.9741378469616,0.0029972220805968,0.1933492254228842,False,False,,
24,0.0962016,721565.0,2496.764705882353,2498.826989619377,2501.621874974192,2491.9741378469616,0.0038715237773558,0.2149997078005857,False,False,,
25,0.10021,722739.0,2500.826989619377,2500.826989619377,2503.7383284474154,2491.9741378469616,0.0047208317380925,0.941589918015136,False,False,,
26,0.1042184,727530.0,2517.404844290658,2517.404844290658,2520.432636585167,2491.9741378469616,0.0114200618320996,0.949210887393286,False,False,,
27,0.1082268,729203.0,2523.193771626298,2519.5570934256057,2522.7013391803,2491.9741378469616,0.012330465580147,0.3014284341114732,False,False,,
28,0.1122352,728152.0,2519.5570934256057,2523.193771626298,2526.4544708341923,2491.9741378469616,0.0138365533026844,0.1872870868379164,False,False,,
29,0.1162436,733954.0,2539.6332179930796,2523.065743944637,2526.442896599212,2491.9741378469616,0.0138319086979092,0.1550711674070559,False,False,,
30,0.120252,729166.0,2523.065743944637,2526.0588235294117,2529.5524296239155,2491.9741378469616,0.0150797278375533,0.0116583670607071,False,False,,
