peak_id,peak_status,peak_warning_count,peak_warnings_text,onset_index,onset_time_sec,onset_value,peak_index,peak_time_sec,peak_value,peak_amplitude,peak_detection_method,onset_to_onset_interval_sec,peak_to_peak_interval_sec,baseline_mean,baseline_mean_status,baseline_mean_reason,baseline_std,baseline_std_status,baseline_std_reason,prominence,prominence_status,prominence_reason,rise_10_90_sec,rise_10_90_sec_status,rise_10_90_sec_reason,decay_90_10_sec,decay_90_10_sec_status,decay_90_10_sec_reason,decay_time_sec,decay_time_sec_status,decay_time_sec_reason,max_rise_slope,max_rise_slope_status,max_rise_slope_reason,max_decay_slope,max_decay_slope_status,max_decay_slope_reason,auc,auc_status,auc_reason,width_10_value,width_10_left_index,width_10_right_index,width_10_points,width_10_sec,width_10_status,width_20_value,width_20_left_index,width_20_right_index,width_20_points,width_20_sec,width_20_status,width_50_value,width_50_left_index,width_50_right_index,width_50_points,width_50_sec,width_50_status,width_80_value,width_80_left_index,width_80_right_index,width_80_points,width_80_sec,width_80_status,width_90_value,width_90_left_index,width_90_right_index,width_90_points,width_90_sec,width_90_status
1,ok,0,,110,0.45412399999999997,-0.04303913392200708,146,0.6027464,0.7674410354825102,0.8104801694045173,derivative_threshold,,,-0.047386451758314324,ok,,0.012275247937891063,ok,,0.8148274872408245,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,18.487424391913386,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.03800888301844465,111.17494236549156,,,,right_not_found_within_width_search_window,0.11905689995889637,112.24356372758704,,,,right_not_found_within_width_search_window,0.36220095078025155,115.67614665384441,227.82790170440498,112.15175505056057,0.4630073055507342,ok,0.6053450016016068,120.8613487630869,184.1027023906387,63.24135362755182,0.26108560431598493,ok,0.6863930185420585,124.64072632571852,166.61542616111245,41.974699835393935,0.1732883508004403,ok
2,ok,0,,349,1.4408116,-0.06730760083772312,369,1.5233796,0.8437132201543448,0.9110208209920679,derivative_threshold,0.9866876,0.9206331999999999,-0.05357203863947368,ok,,0.006917687360554261,ok,,0.8972852587938185,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,23.43345513777642,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.023794481261483674,350.6636198887002,,,,right_not_found_within_width_search_window,0.11489656336069047,351.8431124205518,,,,right_not_found_within_width_search_window,0.38820280965831083,354.9024495508441,467.470684232191,112.5682346813469,0.4647267000584725,ok,0.6615090559559312,359.00068924132125,409.0849380854992,50.08424884417792,0.20676781292830412,ok,0.752611138055138,361.54301266806345,384.2343586029272,22.69134593486376,0.09367895255749155,ok
3,ok,0,,589,2.4316276,-0.07533450270589802,615,2.538966,0.787426036951177,0.862760539657075,derivative_threshold,0.9908160000000001,1.0155864,-0.07032920743633442,ok,,0.011197868975700012,ok,,0.8577552443875114,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,19.657529972057006,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.010941551259809487,590.2437120648883,,,,right_not_found_within_width_search_window,0.09721760522551699,591.3549652254371,,,,right_not_found_within_width_search_window,0.35604576712263947,594.916915748884,706.3516796039609,111.43476385507688,0.4600472790992994,ok,0.614873929019762,600.5924231825451,657.9555761733651,57.363152990820026,0.2368180408073014,ok,0.7011499829854695,604.0704817668327,634.7355847889522,30.665103022119524,0.12659781131651823,ok
4,ok,0,,828,3.4183152,-0.09388060723986001,851,3.5132684,0.8098695481874416,0.9037501554273016,derivative_threshold,0.9866875999999998,0.9743024,-0.0844847718867821,ok,,0.009680797238691603,ok,,0.8943543200742237,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,20.260909726595393,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,-0.0035055916971298423,830.0688229443087,,,,right_not_found_within_width_search_window,0.08686942384560033,831.1969550508779,,,,right_not_found_within_width_search_window,0.3579944704737908,834.7044963976475,948.2760153867691,113.57151898912161,0.46886865899468966,ok,0.6291195171019813,839.557528171647,894.6514598942867,55.093931722639695,0.22744978772374572,ok,0.7194945326447114,842.2606086469779,868.7902413297414,26.529632682763577,0.10952493556752115,ok
5,ok,0,,1069,4.4132596,-0.06758525301148341,1090,4.499956,0.7663982520334724,0.8339835050449559,derivative_threshold,0.9949444000000001,0.9866876000000002,-0.08112137902513995,ok,,0.011174513724445353,ok,,0.8475196310586124,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,18.817305612947443,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.015813097493012185,1070.2269750200594,,,,right_not_found_within_width_search_window,0.09921144799750778,1071.395511291692,,,,right_not_found_within_width_search_window,0.34940649951099456,1074.848918187747,1188.1504011373522,113.30148294960532,0.46775384220915056,ok,0.5996015510244813,1080.2485765446352,1141.4709773500986,61.222400805463394,0.2527505594852751,ok,0.6829999015289768,1083.7198856720602,1114.9661071048874,31.24622143282727,0.12899690056328408,ok
6,ok,0,,1308,5.3999472,-0.08083037404884631,1329,5.4866436,0.781871675353488,0.8627020494023343,derivative_threshold,0.9866875999999998,0.9866875999999998,-0.07596788024676988,ok,,0.005570233773646214,ok,,0.8578395556002579,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,20.562597894183718,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.0054398308913871235,1309.7763043055327,,,,right_not_found_within_width_search_window,0.09171003583162056,1311.1944689630373,,,,right_not_found_within_width_search_window,0.35052065065232085,1314.4430725999039,1429.4566567189,115.01358411899605,0.47482208067686327,ok,0.6093312654730212,1319.7644525071191,1378.8575933933855,59.09314088626638,0.24396012283486213,ok,0.6956014704132546,1322.8070016051122,1351.9928535467404,29.185851941628243,0.12049087115581804,ok
7,ok,0,,1548,6.3907632,-0.0724841235934358,1572,6.4898448,0.7487438120936212,0.821227935687057,derivative_threshold,0.9908160000000006,1.0032012000000003,-0.07342216124044425,ok,,0.00801051305996883,ok,,0.8221659733340654,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,18.762322328756255,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.009638669975269909,1549.5819741444413,,,,right_not_found_within_width_search_window,0.09176146354397562,1550.8505412366328,,,,right_not_found_within_width_search_window,0.3381298442500927,1554.2501553303152,1670.994444746834,116.74428941651877,0.48196712442715606,ok,0.5844982249562098,1559.2511042248964,1626.8430734050603,67.59196918016391,0.2790466855633887,ok,0.6666210185249155,1562.4132427136528,1599.9913939415599,37.57815122790703,0.15513763952929138,ok
8,ok,0,,1788,7.3815792,-0.06719340065087573,1811,7.4765324,0.749646099890885,0.8168395005417608,derivative_threshold,0.9908159999999997,0.9866875999999998,-0.06672514830124054,ok,,0.014803622807770925,ok,,0.8163712481921256,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,17.439958294230205,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.014490549403300357,1789.7153302472811,,,,right_not_found_within_width_search_window,0.09617449945747644,1791.108564772674,,,,right_not_found_within_width_search_window,0.34122634962000464,1795.00986657665,1913.553786229674,118.54391965302398,0.4893967178955442,ok,0.5862781997825329,1800.0782660924601,1868.905043919188,68.82677782672795,0.28414446957986367,ok,0.667962149836709,1802.8345663019336,1840.6769037194586,37.84233741752496,0.15622830579451005,ok
9,ok,0,,2028,8.3723952,-0.04938597666031711,2052,8.4714768,0.7275299050567477,0.7769158817170648,derivative_threshold,0.9908159999999997,0.9949443999999996,-0.05560135717831923,ok,,0.01386036394714759,ok,,0.783131262235067,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,16.667967883284913,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.028305611511389377,2029.615529293553,,,,right_not_found_within_width_search_window,0.10599719968309587,2031.244354214545,,,,right_not_found_within_width_search_window,0.3390719641982153,2034.8915280489443,2154.6324388299668,119.74091078102242,0.49433837606837294,ok,0.5721467287133348,2040.0193082560404,2113.0624598625104,73.04315160647002,0.3015513470921508,ok,0.6498383168850412,2042.9923680866423,2088.2255196896194,45.23315160297716,0.18674054307773091,ok
10,ok,0,,2267,9.3590828,-0.048474215164147266,2296,9.4788064,0.7279198946634757,0.776394109827623,derivative_threshold,0.9866875999999998,1.0073296000000003,-0.04268667101102679,ok,,0.01269825433761295,ok,,0.7706065656745025,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,14.03874842387646,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,0.02916519581861504,2269.2013930290154,,,,right_not_found_within_width_search_window,0.10680460680137735,2270.6859458389727,,,,right_not_found_within_width_search_window,0.3397228397496642,2274.9770882857024,2396.0244207464402,121.04733246073783,0.49973180733091005,ok,0.5726410726979512,2280.280504347238,2356.1044471265445,75.82394277930644,0.3130315653700887,ok,0.6502804836807135,2283.303680550337,2328.9680653781597,45.66438482782269,0.18852084632318317,ok
