time_index,time_sec,sum_intensity,norm_sum_intensity,filtered_norm_sum_intensity,detrended_norm_sum_intensity,f0_baseline,df_f_signal,d_df_f_signal,is_onset,is_peak,onset_index,peak_id
0,0.0,220371.0,667.790909090909,667.790909090909,667.790909090909,1294.031223294233,-0.4839452889004451,0.9825793695447989,False,False,,
1,0.0044084,217121.0,657.9424242424243,667.790909090909,673.3961384809761,1294.031223294233,-0.4796136860077438,0.9781024041274904,False,False,,
2,0.0088168,219519.0,665.209090909091,667.790909090909,678.9502892123348,1294.031223294233,-0.4753215556237339,2.2544343131308153,True,False,2.0,1.0
3,0.0132252,225210.0,682.4545454545455,682.4545454545455,699.1174631120657,1294.031223294233,-0.459736789555732,6.662553230637521,False,False,,
4,0.0176336,241840.0,732.8484848484849,732.8484848484849,754.9647880686599,1294.031223294233,-0.416579156299849,9.757619443694727,False,False,,
5,0.022042,258365.0,782.9242424242424,782.9242424242424,810.4442362524907,1294.031223294233,-0.3737058104445643,11.60417335246811,False,False,,
6,0.0264504,281980.0,854.4848484848485,854.4848484848485,887.35929082078,1294.031223294233,-0.3142674806858082,14.30418349409246,False,False,,
7,0.0308588,308703.0,935.4636363636364,935.4636363636364,973.6437338343378,1294.031223294233,-0.2475886854138499,14.299653159243132,False,False,,
8,0.0352672,332333.0,1007.069696969697,1007.069696969697,1050.5071008406217,1294.031223294233,-0.1881902987113933,13.185517877679503,False,False,,
9,0.0396756,354893.0,1075.4333333333334,1075.4333333333334,1124.0801354564553,1294.031223294233,-0.1313346113899253,13.258166411068531,False,False,,
10,0.044084,378828.0,1147.9636363636364,1147.9636363636364,1201.7723651625251,1294.031223294233,-0.0712956970982843,13.166749477059431,False,False,,
11,0.0484924,401075.0,1215.378787878788,1215.378787878788,1274.3024043702728,1294.031223294233,-0.0152460146005877,12.024688999234684,False,False,,
12,0.0529008,420741.0,1274.9727272727273,1274.9727272727273,1338.964621124813,1294.031223294233,0.0347235808701681,10.043668583781283,False,False,,
13,0.0573092,435560.0,1319.878787878788,1319.878787878788,1388.892773504494,1294.031223294233,0.0733070025688951,9.467222344613,False,False,,
14,0.0617176,453086.0,1372.9878787878788,1372.9878787878788,1446.978191474674,1294.031223294233,0.118194186838152,8.08289017140199,False,False,,
15,0.066126,462723.0,1402.1909090909091,1402.1909090909091,1481.1122011654188,1294.031223294233,0.1445722286321122,6.30049431303364,False,False,,
16,0.0705344,473568.0,1435.0545454545454,1435.0545454545454,1518.8618824822056,1294.031223294233,0.173744385097307,7.643767518491625,False,False,,
17,0.0749428,488292.0,1479.6727272727271,1479.6727272727271,1568.321584292073,1294.031223294233,0.2119657980891492,5.632035635818557,False,False,,
18,0.0793512,491592.0,1489.6727272727271,1489.6727272727271,1583.1189850639958,1294.031223294233,0.2234009168911921,3.3088241441159063,False,False,,
