peak_id,peak_status,peak_warning_count,peak_warnings_text,onset_index,onset_time_sec,onset_value,peak_index,peak_time_sec,peak_value,peak_amplitude,peak_detection_method,onset_to_onset_interval_sec,peak_to_peak_interval_sec,baseline_mean,baseline_mean_status,baseline_mean_reason,baseline_std,baseline_std_status,baseline_std_reason,prominence,prominence_status,prominence_reason,rise_10_90_sec,rise_10_90_sec_status,rise_10_90_sec_reason,decay_90_10_sec,decay_90_10_sec_status,decay_90_10_sec_reason,decay_time_sec,decay_time_sec_status,decay_time_sec_reason,max_rise_slope,max_rise_slope_status,max_rise_slope_reason,max_decay_slope,max_decay_slope_status,max_decay_slope_reason,auc,auc_status,auc_reason,width_10_value,width_10_left_index,width_10_right_index,width_10_points,width_10_sec,width_10_status,width_20_value,width_20_left_index,width_20_right_index,width_20_points,width_20_sec,width_20_status,width_50_value,width_50_left_index,width_50_right_index,width_50_points,width_50_sec,width_50_status,width_80_value,width_80_left_index,width_80_right_index,width_80_points,width_80_sec,width_80_status,width_90_value,width_90_left_index,width_90_right_index,width_90_points,width_90_sec,width_90_status
1,ok,0,,95,0.37319800000000003,0.0013832737369676635,113,0.44390920000000006,0.580374475246334,0.5789912015093663,derivative_threshold,,,-0.020137502472822737,ok,,0.005106343853113655,ok,,0.6005119777191568,ok,,0.04515086838691129,ok,,0.5868837268432732,ok,,0.5868837268432732,ok,,13.558234512399864,ok,,-4.053343798767031,ok,,0.27203937041492754,ok,,0.0592823938879043,96.22803984715506,286.67267884067644,190.44463899352138,0.7481427198221494,ok,0.11718151403884093,97.29149646181618,257.7026696687381,160.41117320692194,0.6301592528260722,ok,0.29087887449165084,100.9745577704168,231.07993397607112,130.10537620565432,0.5111059598862925,ok,0.46457623494446076,105.69997807526661,182.7591470775673,77.05916900230068,0.302719239508638,ok,0.5224753550953974,107.72148969618044,137.27757476693824,29.556085070757803,0.11610812459196496,ok
2,ok,0,,345,1.3552980000000001,-0.018743075957143748,370,1.453508,0.563506435718051,0.5822495116751948,derivative_threshold,0.9821000000000001,1.0095988,-0.019500981539473654,ok,,0.008212888809385805,ok,,0.5830074172575247,ok,,0.04684848114408524,ok,,0.5433903618568756,ok,,0.5433903618568756,ok,,13.778772644044217,ok,,-3.3933869840787914,ok,,0.2865149936866693,ok,,0.03948187521037573,346.8208540362125,539.236816407818,192.41596237160547,0.755886866580615,ok,0.09770682637789521,347.90185844020874,515.4997825688024,167.59792412859366,0.6583916851467674,ok,0.27238167988045364,351.9547434502896,485.76746841060617,133.8127249603166,0.5256699087341077,ok,0.4470565333830121,356.8155432704202,439.516159101892,82.7006158314718,0.3248810992323538,ok,0.5052814845505316,358.74644235310615,400.91323381519106,42.166791462084916,0.16564802357965439,ok
3,ok,0,,596,2.3413264000000003,-0.029648903721266485,615,2.415966,0.5648035911611304,0.5944524948823969,derivative_threshold,0.9860284000000001,0.962458,-0.03239069565246275,ok,,0.00544308112723466,ok,,0.5971942868135932,ok,,0.052484699190117556,ok,,0.5896582231079956,ok,,0.5896582231079956,ok,,11.941503731633874,ok,,-2.634491634874954,ok,,0.28832844348305037,ok,,0.029796345766973212,597.816144077174,789.2704923128124,191.45434823563835,0.7521092616088817,ok,0.08924159525521291,598.9492146559803,774.2864398941045,175.33722523812423,0.6887947556254473,ok,0.26757734371993197,603.3823937855383,738.0526664960796,134.67027271054133,0.5290386993160906,ok,0.4459130921846511,608.8011187637695,686.1664187723233,77.36530000855373,0.3039218445536025,ok,0.5053583416728907,611.1764686851868,639.1691220073457,27.992653322158844,0.10996633931076881,ok
4,ok,0,,847,3.3273548,-0.03353737867214848,875,3.4373500000000003,0.5185564585034484,0.5520938371755969,derivative_threshold,0.9860283999999999,1.0213840000000003,-0.03123365605778309,ok,,0.005751848483075052,ok,,0.5497901145612315,ok,,0.05999338413137556,ok,,0.4265028085750404,ok,,0.4265028085750404,ok,,14.377929170982183,ok,,-4.741491891630133,ok,,0.286179543237907,ok,,0.02167200504541121,848.5481809813732,1028.360056582472,179.8118756010988,0.7063729721113565,ok,0.0768813887629709,849.5213270830985,1023.0605610374085,173.53923395431002,0.6817315266661116,ok,0.24250953991564997,854.2043656998409,995.9459545408719,141.741588841031,0.5568176576031062,ok,0.4081376910683291,859.5294113654405,964.3236620342294,104.79425066878889,0.41167373432727034,ok,0.46334707478588877,863.8198906166893,919.7909677485853,55.97107713189598,0.2198767794049402,ok
5,ok,0,,1098,4.3133832000000005,-0.039575887349796224,1130,4.4390920000000005,0.49532661693395935,0.5349025042837556,derivative_threshold,0.9860284000000004,1.0017420000000001,-0.03416973661789134,ok,,0.011937677075390389,ok,,0.5294963535518507,ok,,0.08138161660259335,ok,,0.3805435371938062,ok,,0.3805435371938062,ok,,10.811726483385744,ok,,-4.207556873696078,ok,,0.2799989222899648,ok,,0.013914363078579343,1099.4776063284148,1280.955271151453,181.47766482303814,0.7129168584908231,ok,0.06740461350695491,1100.7575393599107,1276.5764909902866,175.81895163037598,0.6906871695847691,ok,0.2278753647920816,1105.1706343279325,1250.0159297442885,144.84529541635607,0.5690102585136132,ok,0.3883461160772083,1113.0641267334845,1208.8577714188739,95.79364468538938,0.37631575378208365,ok,0.44183636650558383,1120.1938308988745,1184.0854164539155,63.89158555504105,0.2509917046944233,ok
6,ok,0,,1349,5.2994116,-0.09724486675324832,1413,5.550829200000001,0.4962771685825771,0.5935220353358254,derivative_threshold,0.9860283999999995,1.1117372000000003,-0.1012999936062538,ok,,0.007424858904813848,ok,,0.5975771621888308,ok,,0.11164404417393126,ok,,0.45072214833665036,ok,,0.45072214833665036,ok,,9.93952098815891,ok,,-4.534772383324447,ok,,0.32822343540947996,ok,,-0.037892663219665786,1350.4715548293848,1556.948258426231,206.47670359684616,0.8111230824098505,ok,0.021459540313916753,1352.165180890291,1534.79132527117,182.62614438087917,0.7174285455858458,ok,0.19951615091466435,1358.1573636611886,1508.4721415435126,150.31477788232405,0.5904965734329218,ok,0.37757276151541197,1367.3176972853585,1467.7171348678676,100.39943758250911,0.3944091505991288,ok,0.43692496504899453,1378.8912789343465,1442.21397771738,63.3226987830335,0.24875688989926883,ok
7,ok,0,,1599,6.281511600000001,-0.06649881943818152,1647,6.470074800000001,0.5543070854731413,0.6208059049113228,derivative_threshold,0.9821000000000009,0.9192456,-0.05381152403000244,ok,,0.006728734432963912,ok,,0.6081186095031438,ok,,0.1040216859347618,ok,,0.38256002393771116,ok,,0.38256002393771116,ok,,9.150777436187756,ok,,-4.394932545519794,ok,,0.3588447480592645,ok,,-0.004418228947049234,1601.208122285008,1807.7404115190866,206.5322892340787,0.8113414450271548,ok,0.05766236154408305,1603.5532769467593,1788.696173423448,185.14289647668875,0.7273153545190242,ok,0.24390413301747987,1609.5586697220133,1763.2121994879183,153.65352976590498,0.6036125263323812,ok,0.43014590449087675,1618.2357924194478,1730.123841068081,111.88804864863323,0.43954101031129084,ok,0.49222649498200904,1627.6875250787057,1710.357246887758,82.66972180905236,0.3247597351546813,ok
8,ok,0,,1851,7.271468400000001,-0.053824547930772466,1915,7.522886000000001,0.5607245100611767,0.6145490579919493,derivative_threshold,0.9899567999999999,1.0528111999999998,-0.05888591696703859,ok,,0.008669549683690925,ok,,0.6196104270282153,ok,,0.1025525387317332,ok,,0.37343550732229236,ok,,0.37343550732229236,ok,,9.347548255902495,ok,,-4.462365796574616,ok,,0.35313597418260273,ok,,0.007630357868422463,1852.6316159220062,2054.870283216551,202.2386672945447,0.7944743805998895,ok,0.06908526366761739,1855.179488799494,2039.6469719104666,184.46748311097258,0.7246620606531448,ok,0.25344998106520217,1861.2938650033036,2015.2873667981848,153.99350179488124,0.6049480724510115,ok,0.437814698462787,1869.9718418771836,1978.9916260310902,109.01978415390658,0.4282733200702067,ok,0.4992696042619819,1878.7370376539411,1959.8098241690273,81.07278651508614,0.3184863345458644,ok
9,ok,0,,2101,8.2535684,-0.05033394376179631,2143,8.418561200000001,0.5328383517640118,0.5831722955258082,derivative_threshold,0.9821,0.8956752000000003,-0.045280159746414965,ok,,0.009677961342474282,ok,,0.5781185115104268,ok,,0.09290084406715593,ok,,0.4626427632759942,ok,,0.4626427632759942,ok,,9.689133859376415,ok,,-3.938932617417187,ok,,0.28294890252515814,ok,,0.007983285790784507,2103.37427244632,2289.147895631668,185.7736231853478,0.7297931013213202,ok,0.06630051534336533,2105.8415317729546,2272.321561674971,166.4800299020162,0.6540001494670805,ok,0.24125220400110778,2111.8100676092995,2247.315969205338,135.5059015960387,0.5323213838298785,ok,0.41620389265885027,2121.292272049805,2196.688056767773,75.39578471796813,0.296184800686066,ok,0.47452112221143106,2127.0227919624476,2171.3791441613507,44.356352198903096,0.17424949397817094,ok
10,ok,0,,2352,9.239596800000001,-0.17280161102820038,2413,9.4792292,0.41921318774325284,0.5920147987714532,derivative_threshold,0.9860284000000004,1.0606679999999997,-0.18632351053967652,ok,,0.0036171846080462608,ok,,0.6055366982829293,ok,,,failed,left_10_or_left_90_unavailable,,failed,right_90_or_right_10_unavailable,,failed,right_90_or_right_10_unavailable,8.594178917546024,ok,,,failed,right_10_crossing_unavailable,,failed,left_10_or_right_10_unavailable,-0.11360013115105505,2353.736005099849,,,,right_not_found_within_width_search_window,-0.05439865127390972,2356.010413444644,,,,right_not_found_within_width_search_window,0.12320578835752624,2363.3400157381,,,,right_not_found_within_width_search_window,0.3008102279889623,2374.181152830547,2475.1695485649784,100.98839573443138,0.3967228138031403,ok,0.3600117078661076,2381.321255354213,2452.9235016608764,71.60224630666335,0.2812822643910963,ok
