time_s,center_row,left_edge_px,right_edge_px,left_edge_um,right_edge_um,diameter_px,diameter_um,diameter_px_filt,diameter_um_filt,diameter_was_filtered,peak,baseline,sum_intensity,edge_strength_left,edge_strength_right,qc_score,qc_edge_violation,qc_diameter_violation,qc_center_violation
0.0,0,40.0,198.0,16.56,81.972,158.0,65.41199999999999,158.0,65.41199999999999,False,1653.9333333333332,163.63333333333333,271636.6666666666,,,0.75,False,False,False
0.0039284,1,40.0,198.0,16.56,81.972,158.0,65.41199999999999,158.0,65.41199999999999,False,1644.9,165.425,271307.5,,,0.75,False,False,False
0.0078568,2,40.0,198.0,16.56,81.972,158.0,65.41199999999999,158.0,65.41199999999999,False,1641.1,164.17999999999998,270827.0,,,0.75,False,False,False
0.0117852,3,40.0,198.0,16.56,81.972,158.0,65.41199999999999,158.0,65.41199999999999,False,1635.26,166.2,269758.0,,,0.75,False,False,False
0.0157136,4,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1642.6799999999998,167.14,268566.2,,,0.75,False,False,False
0.019642,5,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1648.3,166.32,267146.8,,,0.75,False,False,False
0.0235704,6,40.0,197.0,16.56,81.55799999999999,157.0,64.99799999999999,157.0,64.99799999999999,False,1644.7599999999998,166.5,265816.2,,,0.75,False,False,False
0.0274988,7,40.0,197.0,16.56,81.55799999999999,157.0,64.99799999999999,157.0,64.99799999999999,False,1643.02,169.88000000000002,264527.6,,,0.75,False,False,False
0.0314272,8,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,157.0,64.99799999999999,True,1613.52,169.16,263544.0,,,0.75,False,False,False
0.0353556,9,40.0,197.0,16.56,81.55799999999999,157.0,64.99799999999999,158.0,65.41199999999999,True,1607.32,166.46,261478.8,,,0.75,False,False,False
0.039284,10,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1606.28,165.70000000000002,260133.2,,,0.75,False,False,False
0.0432124,11,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1598.26,166.48,258453.2,,,0.75,False,False,False
0.0471408,12,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1584.02,166.16,256054.8,,,0.75,False,False,False
0.0510692,13,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1579.68,165.34,254200.39999999997,,,0.75,False,False,False
0.0549976,14,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1569.32,164.54,253318.8,,,0.75,False,False,False
0.058926,15,39.0,197.0,16.146,81.55799999999999,158.0,65.41199999999999,158.0,65.41199999999999,False,1570.12,164.68,252819.6,,,0.75,False,False,False
0.0628544,16,38.0,197.0,15.732,81.55799999999999,159.0,65.826,158.0,65.41199999999999,True,1573.52,163.0,252419.0,,,0.75,False,False,False
0.0667828,17,39.0,196.0,16.146,81.14399999999999,157.0,64.99799999999999,157.0,64.99799999999999,False,1585.62,165.96,253069.2,,,0.75,False,False,False
