time_s,time_index,theta_deg,velocity
0.0359029333333333,32.0,81.5,50.75091195283669
0.0538544,48.0,82.0,47.72517723783638
0.0718058666666666,64.0,82.0,47.72517723783638
0.0897573333333333,80.0,82.25,46.21512016247283
0.1077088,96.0,81.5,50.75091195283669
0.1256602666666666,112.0,81.75,49.2370874710892
0.1436117333333333,128.0,81.75,49.2370874710892
0.1615632,144.0,81.25,52.266712074448066
0.1795146666666666,160.0,81.25,52.266712074448066
0.1974661333333333,176.0,81.5,50.75091195283669
0.2154176,192.0,81.25,52.266712074448066
0.2333690666666666,208.0,81.5,50.75091195283669
0.2513205333333333,224.0,81.75,49.2370874710892
0.2692719999999999,240.0,82.0,47.72517723783638
0.2872234666666666,256.0,82.0,47.72517723783638
0.3051749333333333,272.0,82.25,46.21512016247283
0.3231264,288.0,82.5,44.70685544502024
0.3410778666666666,304.0,81.75,49.2370874710892
0.3590293333333333,320.0,81.25,52.266712074448066
0.3769808,336.0,81.25,52.266712074448066
0.3949322666666666,352.0,81.5,50.75091195283669
0.4128837333333333,368.0,81.0,53.78454953829438
0.4308352,384.0,80.75,55.304486368092384
0.4487866666666666,400.0,81.5,50.75091195283669
0.4667381333333333,416.0,81.5,50.75091195283669
0.4846895999999999,432.0,81.25,52.266712074448066
0.5026410666666666,448.0,81.25,52.266712074448066
0.5205925333333333,464.0,81.75,49.2370874710892
0.5385439999999999,480.0,81.5,50.75091195283669
0.5564954666666666,496.0,81.5,50.75091195283669
0.5744469333333333,512.0,81.25,52.266712074448066
0.5923984,528.0,81.25,52.266712074448066
0.6103498666666667,544.0,81.0,53.78454953829438
0.6283013333333333,560.0,80.75,55.304486368092384
0.6462528,576.0,81.25,52.266712074448066
0.6642042666666667,592.0,81.75,49.2370874710892
0.6821557333333332,608.0,81.5,50.75091195283669
0.7001071999999999,624.0,81.0,53.78454953829438
0.7180586666666666,640.0,78.5,69.08879593609092
0.7360101333333333,656.0,76.5,81.52649265532925
0.7539616,672.0,77.75,73.73054074491289
0.7719130666666666,688.0,80.0,59.87751833084036
0.7898645333333333,704.0,82.0,47.72517723783638
0.807816,720.0,81.75,49.2370874710892
0.8257674666666666,736.0,81.75,49.2370874710892
0.8437189333333333,752.0,82.5,44.70685544502024
0.8616704,768.0,81.75,49.2370874710892
0.8796218666666666,784.0,81.5,50.75091195283669
0.8975733333333333,800.0,81.5,50.75091195283669
0.9155248,816.0,81.75,49.2370874710892
0.9334762666666666,832.0,81.25,52.266712074448066
0.9514277333333332,848.0,81.5,50.75091195283669
0.9693792,864.0,81.75,49.2370874710892
0.9873306666666666,880.0,81.75,49.2370874710892
1.0052821333333333,896.0,81.25,52.266712074448066
1.0232336,912.0,81.25,52.266712074448066
1.0411850666666669,928.0,81.25,52.266712074448066
1.0591365333333334,944.0,80.5,56.826584919356634
1.0770879999999998,960.0,80.5,56.826584919356634
1.0950394666666663,976.0,81.25,52.266712074448066
1.1129909333333332,992.0,80.75,55.304486368092384
1.1309424,1008.0,80.0,59.87751833084036
1.1488938666666666,1024.0,80.25,58.350907889965015
1.1668453333333333,1040.0,80.0,59.87751833084036
1.1847968,1056.0,81.0,53.78454953829438
1.202748266666667,1072.0,81.5,50.75091195283669
1.2206997333333334,1088.0,81.5,50.75091195283669
1.2386511999999998,1104.0,81.75,49.2370874710892
1.2566026666666663,1120.0,81.25,52.266712074448066
1.2745541333333332,1136.0,81.75,49.2370874710892
1.2925056,1152.0,82.25,46.21512016247283
1.3104570666666666,1168.0,81.75,49.2370874710892
1.3284085333333333,1184.0,81.75,49.2370874710892
1.34636,1200.0,82.5,44.70685544502024
1.3643114666666665,1216.0,82.0,47.72517723783638
1.3822629333333332,1232.0,82.0,47.72517723783638
1.4002144,1248.0,81.75,49.2370874710892
1.4181658666666666,1264.0,81.75,49.2370874710892
1.4361173333333332,1280.0,81.75,49.2370874710892
1.4540688,1296.0,81.25,52.266712074448066
