time_s,time_index,theta_deg,velocity
0.0356469333333333,32.0,13.25,1887.1209544277297
0.0534704,48.0,11.5,2184.089347718585
0.0712938666666666,64.0,120.5,-261.7468653713512
0.0891173333333333,80.0,166.75,-1887.12095442773
0.1069408,96.0,150.0,-769.6506326460348
0.1247642666666666,112.0,130.25,-376.17681463332895
0.1425877333333333,128.0,132.75,-410.76031003693646
0.1604112,144.0,122.75,-285.8206699216949
0.1782346666666666,160.0,116.5,-221.54872616156857
0.1960581333333333,176.0,0.0,
0.2138816,192.0,121.25,-269.6430536602456
0.2317050666666666,208.0,118.5,-241.26670874744275
0.2495285333333333,224.0,116.75,-223.97487030496688
0.267352,240.0,119.5,-251.4056601361017
0.2851754666666666,256.0,0.0,
0.3029989333333333,272.0,117.25,-228.8594084992714
0.3208224,288.0,116.5,-221.54872616156857
0.3386458666666666,304.0,111.75,-177.28086590591383
0.3564693333333333,320.0,116.5,-221.54872616156857
0.3742928,336.0,116.75,-223.97487030496688
0.3921162666666666,352.0,118.75,-243.78314675501983
0.4099397333333333,368.0,0.0,
0.4277632,384.0,123.0,-288.56945925919484
0.4455866666666666,400.0,122.25,-280.3690181949474
0.4634101333333333,416.0,120.0,-256.55021088201136
0.4812336,432.0,147.0,-684.251315498565
0.4990570666666666,448.0,148.75,-732.2793204960838
0.5168805333333333,464.0,168.0,-2090.5400259060734
0.534704,480.0,169.0,-2286.0237331206513
0.5525274666666666,496.0,176.0,-6354.615455644139
0.5703509333333333,512.0,118.0,-236.2693396024107
0.5881744,528.0,2.5,10177.47145019909
0.6059978666666667,544.0,9.75,2586.011232854698
0.6238213333333333,560.0,134.0,-429.11153253792907
0.6416448,576.0,122.75,-285.8206699216949
0.6594682666666667,592.0,118.0,-236.2693396024107
0.6772917333333333,608.0,113.25,-190.91126316189937
0.6951151999999999,624.0,113.75,-195.52219945970032
0.7129386666666666,640.0,112.75,-186.3347738146576
0.7307621333333333,656.0,2.0,12724.748234576042
0.7485856,672.0,0.0,
0.7664090666666666,688.0,113.25,-190.91126316189937
0.7842325333333333,704.0,114.75,-204.85184383870487
0.802056,720.0,118.5,-241.26670874744275
0.8198794666666667,736.0,153.5,-891.2442672625282
0.8377029333333333,752.0,153.5,-891.2442672625282
0.8555264,768.0,140.5,-539.0493584721283
0.8733498666666666,784.0,0.0,
0.8911733333333333,800.0,174.75,-4835.913204720261
0.9089968,816.0,118.25,-238.76216597654584
0.9268202666666666,832.0,115.5,-211.9478937301438
0.9446437333333332,848.0,10.25,2457.331931323685
0.9624672,864.0,144.5,-622.9669401530142
0.9802906666666666,880.0,168.75,-2233.938521741192
0.9981141333333332,896.0,112.75,-186.3347738146576
1.0159376,912.0,116.75,-223.97487030496688
1.0337610666666666,928.0,121.25,-269.6430536602456
1.0515845333333331,944.0,127.0,-334.84777055048016
1.069408,960.0,10.5,2397.541220223202
1.0872314666666667,976.0,121.75,-274.97707394818156
1.1050549333333333,992.0,167.25,-1963.7797908975592
1.1228784,1008.0,162.25,-1388.1739975135854
1.1407018666666666,1024.0,116.5,-221.54872616156857
1.1585253333333332,1040.0,116.5,-221.54872616156857
1.1763488,1056.0,117.5,-231.31813341791883
1.1941722666666663,1072.0,0.0,
1.211995733333333,1088.0,0.0,
1.2298192,1104.0,140.5,-539.0493584721283
1.247642666666667,1120.0,174.5,-4614.83427511451
1.2654661333333332,1136.0,0.0,
1.2832896,1152.0,0.0,
1.3011130666666666,1168.0,0.0,
1.3189365333333334,1184.0,0.0,
1.33676,1200.0,112.75,-186.3347738146576
1.3545834666666663,1216.0,113.75,-195.52219945970032
1.3724069333333333,1232.0,112.0,-179.5322856354792
1.3902304,1248.0,110.0,-161.73308533627892
1.4080538666666669,1264.0,0.0,
1.4258773333333332,1280.0,0.0,
1.4437008,1296.0,116.5,-221.54872616156857
1.4615242666666666,1312.0,145.25,-640.5394099747111
1.4793477333333334,1328.0,149.0,-739.5359021187105
1.4971712,1344.0,143.0,-589.6829827661838
1.5149946666666667,1360.0,153.5,-891.2442672625282
1.5328181333333333,1376.0,0.0,
1.5506415999999998,1392.0,0.0,
1.5684650666666666,1408.0,116.5,-221.54872616156857
1.5862885333333332,1424.0,116.5,-221.54872616156857
1.604112,1440.0,117.5,-231.31813341791883
1.6219354666666663,1456.0,0.0,
1.6397589333333331,1472.0,0.0,
1.6575824,1488.0,0.0,
1.675405866666667,1504.0,173.5,-3900.080111598751
1.6932293333333333,1520.0,123.75,-296.9105231485559
1.7110528,1536.0,120.75,-264.36522938605475
1.7288762666666666,1552.0,120.25,-259.1419263426542
1.7466997333333332,1568.0,0.0,
1.7645232,1584.0,0.0,
1.7823466666666663,1600.0,167.25,-1963.7797908975592
1.800170133333333,1616.0,166.75,-1887.12095442773
1.8179936,1632.0,120.0,-256.55021088201136
1.8358170666666669,1648.0,8.0,3161.771458673375
1.8536405333333332,1664.0,5.5,4614.834275114506
1.871464,1680.0,0.0,
1.8892874666666664,1696.0,118.75,-243.78314675501983
1.9071109333333331,1712.0,122.5,-283.0872669137699
1.9249344,1728.0,143.0,-589.6829827661838
1.9427578666666665,1744.0,118.75,-243.78314675501983
1.9605813333333333,1760.0,15.0,1658.3666325263423
1.9784048,1776.0,10.5,2397.541220223202
1.9962282666666664,1792.0,0.0,
2.0140517333333334,1808.0,113.75,-195.52219945970032
2.0318752,1824.0,112.75,-186.3347738146576
2.0496986666666666,1840.0,116.5,-221.54872616156857
2.067522133333333,1856.0,118.25,-238.76216597654584
2.0853456,1872.0,116.5,-221.54872616156857
2.1031690666666667,1888.0,120.5,-261.7468653713512
2.1209925333333333,1904.0,162.5,-1409.3235229987038
2.138816,1920.0,157.75,-1086.155629207146
2.1566394666666664,1936.0,117.0,-226.41170965595225
2.1744629333333334,1952.0,116.75,-223.97487030496688
2.1922864,1968.0,116.75,-223.97487030496688
2.2101098666666665,1984.0,116.5,-221.54872616156857
2.227933333333333,2000.0,0.0,
2.2457568,2016.0,171.75,-3064.683778042753
2.2635802666666667,2032.0,164.25,-1575.5746209345596
2.2814037333333332,2048.0,124.5,-305.3987921611643
2.2992272,2064.0,14.0,1782.2225938240908
2.3170506666666664,2080.0,13.0,1924.7259562859365
2.3348741333333334,2096.0,112.75,-186.3347738146576
2.3526976,2112.0,119.75,-253.97152061323055
2.3705210666666665,2128.0,168.0,-2090.5400259060734
2.388344533333333,2144.0,120.75,-264.36522938605475
