time_s,center_row,left_edge_px,right_edge_px,left_edge_um,right_edge_um,diameter_px,diameter_um,diameter_px_filt,diameter_um_filt,diameter_was_filtered,peak,baseline,sum_intensity,edge_strength_left,edge_strength_right,qc_score,qc_edge_violation,qc_diameter_violation,qc_center_violation
0.0,0,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2563.866666666667,157.66666666666666,660053.0,,,0.75,False,False,False
0.004688,1,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2539.75,157.75,658182.25,,,0.75,False,False,False
0.009376,2,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2559.0800000000004,157.32,658370.6,,,0.75,False,False,False
0.014064,3,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2543.6800000000003,157.64,658045.8,,,0.75,False,False,False
0.018752,4,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,273.0,113.022,True,2551.24,156.72,657420.6,,,0.75,False,False,False
0.02344,5,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2552.6400000000003,156.8,656535.6,,,0.75,False,False,False
0.028128,6,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2553.88,156.8,657490.3999999999,,,0.75,False,False,False
0.032816,7,51.0,324.0,21.113999999999997,134.136,273.0,113.022,273.0,113.022,False,2533.08,157.32,656451.2,,,0.75,False,False,False
0.037504,8,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,272.0,112.608,False,2555.3599999999997,157.32,656890.6,,,0.75,False,False,False
0.042192,9,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,272.0,112.608,False,2545.48,158.0,657425.6,,,0.75,False,False,False
0.04688,10,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,272.0,112.608,False,2537.8,158.2,656870.2,,,0.75,False,False,False
0.051568,11,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2540.04,157.6,656092.2,,,0.75,False,False,False
0.056256,12,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2527.24,157.72,655451.0,,,0.75,False,False,False
0.060944,13,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2538.84,156.32,654123.0,,,0.75,False,False,False
0.065632,14,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2534.64,156.4,652376.4,,,0.75,False,False,False
0.07032,15,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2541.32,156.32,651526.2,,,0.75,False,False,False
0.075008,16,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,271.0,112.194,True,2534.4400000000005,156.72,650560.7999999999,,,0.75,False,False,False
0.079696,17,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,272.0,112.608,False,2544.1200000000003,156.72,649930.3999999999,,,0.75,False,False,False
0.084384,18,52.0,323.0,21.528,133.72199999999998,271.0,112.194,272.0,112.608,True,2535.1600000000003,156.2,649069.8,,,0.75,False,False,False
0.089072,19,51.0,323.0,21.113999999999997,133.72199999999998,272.0,112.608,271.0,112.194,True,2524.96,156.52,649053.8,,,0.75,False,False,False
0.09376,20,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2513.56,156.4,647864.2,,,0.75,False,False,False
0.098448,21,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2509.9600000000005,156.6,647626.2000000001,,,0.75,False,False,False
0.103136,22,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2529.0,156.52,647017.0,,,0.75,False,False,False
0.107824,23,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2523.16,156.4,646577.0,,,0.75,False,False,False
0.112512,24,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2517.48,156.24,646181.2,,,0.75,False,False,False
0.1172,25,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2521.6000000000004,156.32,646223.5999999999,,,0.75,False,False,False
0.121888,26,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2520.0,156.4,646025.0,,,0.75,False,False,False
0.126576,27,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2512.6400000000003,156.32,645137.2,,,0.75,False,False,False
0.131264,28,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2511.92,156.0,644518.8,,,0.75,False,False,False
0.135952,29,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2519.44,157.04,642418.8,,,0.75,False,False,False
0.14064,30,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2503.88,157.2,641183.6,,,0.75,False,False,False
0.145328,31,52.0,323.0,21.528,133.72199999999998,271.0,112.194,271.0,112.194,False,2472.64,156.8,638767.0,,,0.75,False,False,False
0.150016,32,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2491.92,156.8,637837.6000000001,,,0.75,False,False,False
0.154704,33,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2483.28,156.32,636974.6,,,0.75,False,False,False
0.159392,34,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2502.7200000000003,156.32,636550.4,,,0.75,False,False,False
0.16408,35,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2499.6800000000003,156.2,635631.6000000001,,,0.75,False,False,False
0.168768,36,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2486.4000000000005,157.6,635761.6,,,0.75,False,False,False
0.173456,37,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2487.12,155.92000000000002,635463.4,,,0.75,False,False,False
0.178144,38,53.0,323.0,21.942,133.72199999999998,270.0,111.78,270.0,111.78,False,2499.3600000000006,156.2,634413.8,,,0.75,False,False,False
0.182832,39,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2508.0,157.0,633777.2,,,0.75,False,False,False
0.18752,40,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2498.8399999999997,157.32,633660.2,,,0.75,False,False,False
0.192208,41,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2491.0400000000004,156.4,632360.8,,,0.75,False,False,False
0.196896,42,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2486.7200000000003,156.84,631543.8,,,0.75,False,False,False
0.201584,43,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2491.28,156.6,630341.7999999999,,,0.75,False,False,False
0.206272,44,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2479.1600000000003,156.12,628463.2,,,0.75,False,False,False
0.21096,45,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2474.52,155.84,627036.8,,,0.75,False,False,False
0.215648,46,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2475.4,156.32,626503.2000000001,,,0.75,False,False,False
0.220336,47,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2461.56,156.4,625252.0,,,0.75,False,False,False
0.225024,48,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2450.4,156.72,624483.8,,,0.75,False,False,False
0.229712,49,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2467.48,155.8,625023.0,,,0.75,False,False,False
0.2344,50,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2454.3599999999997,156.4,624211.6,,,0.75,False,False,False
0.239088,51,54.0,322.0,22.356,133.308,268.0,110.952,269.0,111.366,True,2457.32,156.6,623229.2,,,0.75,False,False,False
0.243776,52,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2451.16,156.72,622432.8,,,0.75,False,False,False
0.248464,53,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2443.0400000000004,157.12,622265.2,,,0.75,False,False,False
0.253152,54,53.0,322.0,21.942,133.308,269.0,111.366,269.0,111.366,False,2434.2800000000007,156.4,620441.2,,,0.75,False,False,False
0.25784,55,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2441.84,156.32,619382.4,,,0.75,False,False,False
0.262528,56,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2426.24,156.64,617442.0,,,0.75,False,False,False
0.267216,57,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2421.44,155.92000000000002,617444.7999999999,,,0.75,False,False,False
0.271904,58,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2433.96,155.84,615959.6000000001,,,0.75,False,False,False
0.276592,59,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2448.6,156.12,615955.0,,,0.75,False,False,False
0.28128,60,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2453.8400000000006,155.92000000000002,615491.2,,,0.75,False,False,False
0.285968,61,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2445.44,156.0,615282.3999999999,,,0.75,False,False,False
0.290656,62,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2436.6400000000003,156.12,614065.0,,,0.75,False,False,False
0.295344,63,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2435.880000000001,156.52,613200.4000000001,,,0.75,False,False,False
0.300032,64,54.0,322.0,22.356,133.308,268.0,110.952,268.0,110.952,False,2442.92,157.24,612126.8,,,0.75,False,False,False
0.30472,65,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2441.24,157.4,610496.6,,,0.75,False,False,False
0.309408,66,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2432.3599999999997,156.4,610302.3999999999,,,0.75,False,False,False
0.314096,67,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2430.92,156.44,608890.6000000001,,,0.75,False,False,False
0.318784,68,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2424.0400000000004,156.12,607756.3999999999,,,0.75,False,False,False
0.323472,69,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2414.72,156.4,607013.8,,,0.75,False,False,False
0.32816,70,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2409.88,156.4,606364.6,,,0.75,False,False,False
0.332848,71,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2408.32,156.4,605096.2,,,0.75,False,False,False
0.337536,72,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2409.28,156.2,603448.4,,,0.75,False,False,False
0.342224,73,54.0,321.0,22.356,132.894,267.0,110.538,267.0,110.538,False,2403.4400000000005,156.4,602341.4,,,0.75,False,False,False
