time_s,center_row,left_edge_px,right_edge_px,left_edge_um,right_edge_um,diameter_px,diameter_um,diameter_px_filt,diameter_um_filt,diameter_was_filtered,peak,baseline,sum_intensity,edge_strength_left,edge_strength_right,qc_score,qc_edge_violation,qc_diameter_violation,qc_center_violation
0.0,0,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1784.2,257.0666666666667,327594.3333333334,,,0.75,False,False,False
0.0041284,1,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1760.15,264.75000000000006,326662.0,,,0.75,False,False,False
0.0082568,2,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1761.0,261.24000000000007,325980.0,,,0.75,False,False,False
0.0123851999999999,3,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1752.6,277.84,325610.4,,,0.75,False,False,False
0.0165136,4,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1778.0,287.84,325672.8,,,0.75,False,False,False
0.020642,5,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1787.6,298.0,330037.2,,,0.75,False,False,False
0.0247703999999999,6,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1868.2000000000005,299.64,338674.0,,,0.75,False,False,False
0.0288988,7,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,1934.84,317.92,352519.8,,,0.75,False,False,False
0.0330272,8,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,2047.6000000000008,311.32000000000005,370739.2,,,0.75,False,False,False
0.0371556,9,44.0,248.0,18.216,102.672,204.0,84.45599999999999,204.0,84.45599999999999,False,2159.7200000000003,303.2000000000001,392804.0,,,0.75,False,False,False
0.041284,10,44.0,248.0,18.216,102.672,204.0,84.45599999999999,204.0,84.45599999999999,False,2273.4,309.4000000000001,416880.20000000007,,,0.75,False,False,False
0.0454124,11,44.0,247.0,18.216,102.258,203.0,84.042,204.0,84.45599999999999,True,2393.24,312.4400000000001,442065.4,,,0.75,False,False,False
0.0495407999999999,12,44.0,248.0,18.216,102.672,204.0,84.45599999999999,204.0,84.45599999999999,False,2547.0,322.40000000000015,466213.0,,,0.75,False,False,False
0.0536692,13,44.0,248.0,18.216,102.672,204.0,84.45599999999999,204.0,84.45599999999999,False,2663.92,333.7600000000001,489827.0,,,0.75,False,False,False
0.0577976,14,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,2743.96,335.3200000000001,511824.8,,,0.75,False,False,False
0.061926,15,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,2829.6,346.2,531101.2,,,0.75,False,False,False
0.0660544,16,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,2911.88,385.52000000000015,548235.0,,,0.75,False,False,False
0.0701828,17,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,2999.52,425.68,564415.0,,,0.75,False,False,False
0.0743112,18,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,3035.1600000000003,444.6,578955.0,,,0.75,False,False,False
0.0784396,19,45.0,247.0,18.63,102.258,202.0,83.628,203.0,84.042,True,3104.6400000000003,474.7600000000001,592812.6000000001,,,0.75,False,False,False
0.082568,20,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,3125.24,472.4,605531.7999999999,,,0.75,False,False,False
0.0866963999999999,21,45.0,248.0,18.63,102.672,203.0,84.042,203.0,84.042,False,3182.8,466.52,617175.0,,,0.75,False,False,False
