time_index,time_sec,sum_intensity,norm_sum_intensity,filtered_norm_sum_intensity,detrended_norm_sum_intensity,f0_baseline,df_f_signal,d_df_f_signal,is_onset,is_peak,onset_index,peak_id
0,0.0,579681.0,1919.4735099337747,1919.4735099337747,1919.4735099337747,1422.3402020737956,0.3495178629804252,-2.1665298507307393,False,False,,
1,0.0041284,575804.0,1906.635761589404,1906.635761589404,1906.7516698532952,1422.3402020737956,0.3405735611446684,-2.2395558628605414,False,False,,
2,0.0082568,571668.0,1892.9403973509936,1892.9403973509936,1893.1722138505456,1422.3402020737956,0.3310262981319583,-3.121507058494742,False,False,,
3,0.0123851999999999,564663.0,1869.7450331125829,1869.7450331125829,1870.092757819507,1422.3402020737956,0.314799901664089,-2.2716985949184476,False,False,,
4,0.0165136,563541.0,1866.0298013245033,1866.0298013245033,1866.4934342105105,1422.3402020737956,0.3122693371734356,-0.8441669887660908,False,False,,
5,0.020642,561599.0,1859.5993377483444,1859.5993377483444,1860.1788787850871,1422.3402020737956,0.3078297836712451,-1.0451999856091945,False,False,,
6,0.0247703999999999,559177.0,1851.5794701986756,1853.523178807947,1854.2186279671948,1422.3402020737956,0.3036393299322577,-0.6631527194617277,False,False,,
7,0.0288988,559764.0,1853.523178807947,1851.5794701986756,1852.3908274521395,1422.3402020737956,0.3023542642971935,-2.268879077133803,False,False,,
8,0.0330272,551331.0,1825.5993377483444,1826.6456953642385,1827.5729606836296,1422.3402020737956,0.2849056491681793,-2.1924696277643605,False,False,,
9,0.0371556,551647.0,1826.6456953642385,1825.5993377483444,1826.6425111053156,1422.3402020737956,0.2842514810746687,-0.1144708230055826,False,False,,
10,0.041284,551171.0,1825.069536423841,1825.069536423841,1826.2286177901617,1422.3402020737956,0.2839604864767867,-1.7887119311105764,False,False,,
11,0.0454124,544917.0,1804.3609271523176,1804.3609271523176,1805.6359164996989,1422.3402020737956,0.269482444401875,-3.253179482324306,False,False,,
12,0.0495407999999999,539094.0,1785.0794701986756,1786.632450331126,1788.0233476312785,1422.3402020737956,0.2570996341271314,-1.6220773007919362,False,False,,
13,0.0536692,539563.0,1786.632450331126,1785.0794701986756,1786.5862754233108,1422.3402020737956,0.2560892765446961,-0.5134353355615104,False,False,,
14,0.0577976,537672.0,1780.3708609271523,1780.3708609271523,1781.9935740479812,1422.3402020737956,0.2528603012484671,-2.7608883269643307,False,False,,
15,0.061926,529232.0,1752.4238410596026,1752.4238410596026,1754.1624620483362,1422.3402020737956,0.2332931738066169,-3.550358707197663,False,False,,
16,0.0660544,525010.0,1738.4437086092714,1738.4437086092714,1740.2982374376209,1422.3402020737956,0.2235456994748775,-1.5964195328613648,False,False,,
17,0.0701828,523500.0,1733.4437086092714,1733.4437086092714,1735.4141452489478,1422.3402020737956,0.2201118570076871,-1.9395571972792889,False,False,,
18,0.0743112,518061.0,1715.4337748344371,1715.4337748344371,1717.5201192571517,1422.3402020737956,0.2075311636083819,-2.1885223240583507,False,False,,
19,0.0784396,515668.0,1707.5099337748345,1707.5099337748345,1709.712185952298,1422.3402020737956,0.2020416658824022,-1.747264779759682,False,False,,
